order2,home,away,rivalry,favored,underdog,line,etp,fminusu,favscore,undscore,tp,fro1,fpo1,fto1,fso1,frd1,fped1,ftd1,fsd1,fws,fls,fsched,uro1,upo1,uto1,uso1,urd1,uped1,utd1,usd1,uws,uls,usced,frank,urank,fnr,unr,finj,uinj,top25game,confgame,nightgame,conference,week,year,stadium,power5,ACC,BigEast,BigTen,BigTwelve,CUSA,IND,MAC,MntWest,NonConf,PacTen,SEC,SunBelt,WAC,NoRivalry,MinorRivalry,MajorRivalry,AnyRivalry,Home_Rating,Away_Rating,,,fsched,finj,power5,Any
477,Arizona St.,Stanford,None,Arizona St.,Stanford,11,47,3,34,31,65,102.1255556,308.4033333,399.6664286,29.77666667,133.2925,113.27,363.8866667,23.71375,0,1,0.7593,98.87714286,269.2783333,360.41,23.83333333,127.4225,112.244,368.165,17.95666667,0,2,0.5185,23,0,0,1,7,3,1,1,0,Pac Ten,10,2004,73379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.18,74.04,,,0.7,1,1,1
1038,Georgia Tech,Clemson,None,Georgia Tech,Clemson,3,45,1,10,9,19,153.5,206.33,359.83,22.33,95.67,102.07,301,21,1,0,0.51612903,148.14,248.14,396.29,27.29,128.57,121.91,341,21.14,2,0,0.5,30,0,0,1,7,5,0,1,0,ACC,9,2005,46000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76.5,81.2,,,0.61538462,1,0,0
1137,North Carolina,Maryland,None,North Carolina,Maryland,3,46,-3,30,33,63,103.5,203,306.5,17.63,126.5,125.15,341.88,25.5,1,0,0.71186441,146.25,237.63,383.88,25.88,180,117.65,349.38,24.25,0,2,0.57377049,0,0,1,1,7,6,0,1,0,ACC,11,2005,60000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75.53,77.27,,,0.67924528,1,0,0
1973,Florida,Arkansas,None,Florida,Arkansas,3,45.5,10,38,28,66,156.83,241.42,398.25,28.08,69.67,99.06,265.25,12.25,5,0,0.63829787,236.25,148.17,384.42,30.17,117.25,107.84,299.83,16.75,0,1,0.52222222,4,8,0,0,7,4,1,1,1,SEC,14,2006,90000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,96.18,85.64,,,0.6207,1,1,0
1701,Cincinnati,South Florida,None,South Florida,Cincinnati,1,42.5,-17,6,23,29,164.71,214.71,379.43,26.86,116.86,96.56,292.43,16.86,2,0,0.38888889,134.29,182.86,317.14,18.14,93,116.68,322.57,20.86,0,1,0.60526316,0,0,1,1,7,2,0,0,1,NC,8,2006,35000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,76.23,79.33,,,0.6842,1,0,1
1635,Louisiana Tech,Idaho,None,Louisiana Tech,Idaho,3,52.5,-10,14,24,38,98.4,211.8,310.2,13.8,240.8,170.59,462.4,44.2,0,3,0.7826087,115.5,209.17,324.67,20.5,158.67,145.97,413,31,2,0,0.38461538,0,0,1,1,7,2,0,1,1,WAC,7,2006,30600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,49.18,54.48,,,0.56,1,0,1
1726,Oregon St.,Southern Cal,None,Southern Cal,Oregon St.,10.5,45.5,-2,31,33,64,163,232.67,395.67,30,100.17,106.22,282.33,15,6,0,0.7,127.43,234.43,361.86,24.43,96.86,113,285,20,2,0,0.625,3,0,0,1,7,2,1,1,0,Pac Ten,9,2006,35362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.32,95.57,,,0.7593,1,0,0
1592,UTEP,SMU,None,UTEP,SMU,11,57.5,3,24,21,45,75.75,303.25,379,31.5,118,139.82,431.25,32.25,1,0,0.375,149.6,194,343.6,28.4,81.6,130.26,350.2,22,3,0,0.44444444,0,0,1,1,7,3,0,1,1,CUSA,6,2006,52000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,61.57,62.78,,,0.51612903,1,1,0
1741,Maryland,Florida State,None,Florida State,Maryland,4,42.5,-3,24,27,51,102.29,246,348.29,28.86,78.86,114.65,283.43,19,0,1,0.53488372,144.71,162.43,307.14,23.71,168.86,114.96,348.14,21.71,2,0,0.51162791,0,0,1,1,7,0,0,1,0,ACC,9,2006,48055,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77.11,78.73,,,0.71186441,1,1,0
1961,Hawaii,Purdue,None,Hawaii,Purdue,20,75,7,42,35,77,109.82,434.91,544.73,49.18,140.36,123.42,373.64,22.09,8,0,0.45054945,135.58,286.33,421.92,26.83,187.67,127.66,414.33,25.67,3,0,0.43925234,25,0,0,1,7,5,1,0,0,NC,13,2006,50000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,82.51,70.36,,,0.63829787,1,1,0
1794,Stanford,Southern Cal,None,Southern Cal,Stanford,28,46,42,42,0,42,152,257.43,409.43,30.14,98.57,112.04,292.14,17.57,0,1,0.67307692,72.63,161.13,233.75,10.38,255.5,136.86,425.63,34.5,0,10,0.58928571,9,0,0,1,7,8,1,1,1,Pac Ten,10,2006,85500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.42,95.57,,,0.38888889,1,0,0
2592,Wyoming,BYU,None,BYU,Wyoming,11.5,46,25,35,10,45,138,310,448,30.44,101.44,116.02,312.11,19.78,6,0,0.5,145,181.8,326.8,19.5,118.6,114.47,309.1,24,0,2,0.55434783,28,0,0,1,7,3,0,1,0,Mountain West,12,2007,33500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65.4,83.18,,,0.7826087,1,0,0
2525,Eastern Michigan,Bowling Green,None,Bowling Green,Eastern Michigan,3.5,58,7,39,32,71,114.11,300.11,414.22,30.89,218.89,140.16,428.56,32.78,1,0,0.45333333,139.5,181.1,320.6,21,192.5,129.96,418.7,29,0,1,0.44047619,0,0,1,1,7,2,0,1,1,MAC,11,2007,30200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,56.25,62.27,,,0.7,1,0,0
2290,Clemson,Virginia Tech,None,Clemson,Virginia Tech,5.5,40.5,-18,23,41,64,150,251.6,401.6,31.2,154.2,90.27,303.4,17.4,0,1,0.41176471,116.6,169,285.6,22.6,121.2,102.69,308.2,15,3,0,0.6,22,15,0,0,7,5,1,1,1,ACC,6,2007,81473,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.93,87.84,,,0.375,1,0,0
2500,Tennessee,UL-Lafayette,None,Tennessee,UL-Lafayette,28.5,67.5,52,59,7,66,141.75,262.25,404,31.25,159.38,131.79,418.5,31.25,1,0,0.63793103,242.5,145.88,388.38,24.38,233.75,145.37,494,37.75,0,2,0.50877193,24,0,0,1,7,7,1,0,0,NC,10,2007,104400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,84.31,53.98,,,0.53488372,1,1,0
2383,Air Force,Wyoming,None,Air Force,Wyoming,3,44,8,20,12,32,260.43,133.57,394,25.14,157.29,113.55,366.57,18.43,2,0,0.5,161.67,193,354.67,21.67,95.83,115.62,280.5,19.83,0,1,0.59375,38,0,0,1,7,4,0,1,0,Mountain West,8,2007,52480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74.94,65.4,,,0.45054945,1,0,0
350,Duke,Virginia,None,Virginia,Duke,25,50,21,37,16,53,233.2071429,236.17,485.2783333,40.2,107.2933333,126.5416667,295.2616667,17.29,0,1,0.4516,116.2933333,128.274,202,17.03,204.89,139.9025,423.2,29.868,0,1,0.5455,14,0,0,1,8,1,1,1,0,ACC,8,2004,33941,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66.24,81.65,,,0.67307692,1,0,0
447,Penn State,Northwestern,None,Penn State,Northwestern,4,38,-7,7,14,21,118.2483333,193.8745833,317.6318182,13.8,110.5342857,104.49,268.94375,15.45714286,0,5,0.5741,154.69,253,418.98,25.93181818,139.564,130.41875,414.9483333,28.08,1,0,0.625,0,0,1,1,8,5,0,1,0,Big Ten,10,2004,107282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71.23,72.54,,,0.5,1,0,0
869,San Jose St.,Nevada,None,Nevada,San Jose St.,4,61,7,30,23,53,117,282,399,21.33,236.33,133.04,425.67,37,0,1,0.33333333,133.33,202.33,335.67,25,181,161.52,489,38.67,0,2,0.16666667,0,0,1,1,8,0,0,1,1,WAC,5,2005,31218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,54.85,68.67,,,0.45333333,1,0,0
1159,Wake Forest,Miami-Florida,None,Miami-Florida,Wake Forest,16.5,46.5,30,47,17,64,152.88,213.75,366.63,30,97.38,73.09,214.75,10.38,7,0,0.53333333,204,153.8,357.8,25.2,127.4,119.26,373.3,26.9,0,1,0.47222222,3,0,0,1,8,8,1,1,0,ACC,11,2005,31500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71.04,84.93,,,0.41176471,1,1,0
874,San Diego State,BYU,None,BYU,San Diego State,1,57,-21,10,31,41,93.67,367.33,461,32.67,110,118.85,345.33,27,0,1,0.66666667,135.75,242,377.75,27,193.5,108.73,365,33.25,1,0,0.55555556,0,0,1,1,8,4,0,1,1,Mountain West,5,2005,71400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70.78,72.41,,,0.63793103,1,0,0
1187,Iowa,Minnesota,Major,Iowa,Minnesota,6,54,24,52,28,80,179.6,237,416.6,28.4,121.4,130.22,370.1,18.1,1,0,0.55,295,208.2,503.2,37,152.8,119.93,387.1,26.2,2,0,0.6,32,26,0,0,8,2,0,1,0,Big Ten,12,2005,70397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,81.09,81.04,,,0.5,1,0,0
1723,Alabama,Florida International,None,Alabama,Florida International,34,43.5,35,38,3,41,136.75,219,355.75,23,113.38,113.5,290.38,17.38,0,1,0.52,72.71,180.71,253.43,13.14,130.43,112.44,289.71,23.71,0,7,0.53488372,36,0,0,1,8,20,0,0,0,NC,9,2006,83818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,73.1,43.67,,,0.4516,1,1,0
2646,UCLA,Oregon,None,Oregon,UCLA,2,50,-16,0,16,16,268.1,237.7,505.8,40.9,126.8,121.7,396.3,23.2,0,1,0.59793814,163.3,200,363.3,25.2,111.1,121.94,361.2,24.9,0,3,0.5257732,9,0,0,1,8,13,1,1,0,Pac Ten,13,2007,100089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78.74,88.19,,,0.5741,1,0,0
2379,South Carolina,Vanderbilt,None,South Carolina,Vanderbilt,13.5,45.5,-11,6,17,23,127.71,221.14,348.86,27.86,182.29,88.46,331.43,16.57,3,0,0.63414634,147.83,174.33,322.17,22.67,148.67,105.93,314.67,20,0,2,0.57142857,6,0,0,1,8,2,1,1,0,SEC,8,2007,80250,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,79.23,74.19,,,0.33333333,1,0,0
2330,Miami-Ohio,Bowling Green,None,Miami-Ohio,Bowling Green,2,58,34,47,13,60,137.33,226.33,363.67,16,202.5,132.71,458.67,28.33,2,0,0.5,86.2,352,438.2,32.4,189.4,140.91,422.2,34,0,1,0.52173913,0,0,1,1,8,4,0,1,0,MAC,7,2007,30012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,58.78,62.27,,,0.53333333,1,1,0
2316,Michigan,Purdue,None,Michigan,Purdue,5.5,56.5,27,48,21,69,203.33,196.33,399.67,25.33,141.5,117.03,346.83,20,4,0,0.57142857,155.67,302.83,458.5,39,136.33,107.71,383.83,20.83,0,1,0.5,30,27,0,0,8,3,0,1,0,Big Ten,7,2007,107501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.27,73.76,,,0.66666667,1,0,0
549,Duke,North Carolina,Major,North Carolina,Duke,6.5,54,23,40,17,57,169.32,221.9466667,387.215,27.21333333,225.8685714,142.48,470.465,31.77333333,1,0,0.7286,86.99,169.646,216.7166667,14.30333333,220.61,127.08,431.6033333,28.29125,1,0,0.5735,0,0,1,1,9,3,0,1,0,ACC,12,2004,33941,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66.24,76.35,,,0.55,1,0,1
463,Washington,Arizona,None,Washington,Arizona,1.5,34.5,-10,13,23,36,129.3375,186.39,304.1,10.75,168.15,123.906,370.912,29.59,0,3,0.5385,113.0833333,171.075,254.75,9.96,119.73,142.48,352.0925,24.41857143,0,7,0.6667,0,0,1,1,9,4,0,1,0,Pac Ten,10,2004,72500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62.11,69.12,,,0.52,1,0,0
338,Tennessee,Alabama,Major,Tennessee,Alabama,7,41.5,4,17,13,30,190.964,224.388,420.05875,28.27714286,115.8075,126.584,350.0133333,22.59333333,2,0,0.6875,244.22,121.945,378.1016667,32.08857143,119.98375,68.724,235.3942857,14.42,2,0,0.5,11,28,0,0,9,5,1,1,0,SEC,8,2004,104400,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,83.89,71.79,,,0.59793814,1,0,0
554,Miami-Florida,Wake Forest,None,Miami-Florida,Wake Forest,18.5,48,45,52,7,59,131.1014286,241.6144444,373.7766667,36.115,148.11,104.49,337.0083333,16.91,1,0,0.6082,220.3285714,147.3125,386.502,24.48833333,156.548,112.1671429,380.58,19.71384615,0,1,0.4688,12,0,0,1,9,5,1,1,0,ACC,12,2004,74476,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88.08,70.69,,,0.63414634,1,1,0
1058,Florida State,Maryland,None,Florida State,Maryland,17,48,8,35,27,62,117,333.43,450.43,36.43,107.14,114.52,286,17.43,1,0,0.5,149.14,242.14,391.29,25.71,186.29,114.4,342.14,22.71,0,1,0.57142857,10,0,0,1,9,4,1,1,0,ACC,9,2005,80000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.31,77.27,,,0.5,1,0,0
1959,Southern Cal,Notre Dame,Major,Southern Cal,Notre Dame,8,56,20,44,24,68,142.2,250,392.2,31.1,92.1,106.22,288.6,14.2,3,0,0.60714286,123.73,273.73,397.45,33.18,126.82,132.73,312.91,20.45,8,0,0.58064516,3,6,0,0,9,4,1,1,1,INDP,13,2006,92000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,95.57,83,,,0.57142857,1,0,0
1874,Virginia,Miami-Florida,None,Miami-Florida,Virginia,3,37,-10,7,17,24,130.3,196.2,326.5,21,63.6,111.63,248.3,15,0,3,0.52808989,102.1,160.4,262.5,16.4,116.5,119.53,290.9,19,0,1,0.47252747,0,0,1,1,9,4,0,1,0,ACC,12,2006,61500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68.78,74.63,,,0.7286,1,1,1
2674,Oregon,Oregon St.,Major,Oregon St.,Oregon,1,42.5,7,38,31,69,162.27,200.36,362.64,27.55,64,115.91,310.64,22.64,2,0,0.54867257,247.64,225.64,473.27,37.18,129.45,117.9,380.27,22.55,0,2,0.5877193,33,18,0,0,9,7,1,1,0,Pac Ten,14,2007,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,88.19,83.18,,,0.5385,1,0,0
2554,Middle Tennessee,UL-Lafayette,None,Middle Tennessee,UL-Lafayette,13.5,62.5,-10,24,34,58,138.6,219.1,357.7,27.7,175.9,120.49,390.3,26,4,0,0.47435897,241.56,144.11,385.67,22.44,238.11,146.29,490.89,40.11,0,3,0.53521127,0,0,1,1,9,7,0,1,0,Sun Belt,11,2007,30788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.78,53.98,,,0.6875,1,1,1
389,Wake Forest,Duke,None,Wake Forest,Duke,17.5,43.5,2,24,22,46,207.595,182.015,392.265,25.604,161.07125,112.048,375.374,20.315,0,3,0.5313,115.552,142.734,233.894,17.5175,223.5275,134.2714286,436.3233333,30.04666667,0,2,0.6129,0,0,1,1,10,3,0,1,0,ACC,9,2004,31500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70.69,66.24,,,0.6082,1,1,0
2526,Clemson,Wake Forest,None,Clemson,Wake Forest,9,51,34,44,10,54,166.67,258,424.67,36.22,125.11,99.56,282.22,18.78,3,0,0.51388889,149.89,192.11,342,28.78,121,110.84,345.44,22.22,0,1,0.52702703,20,34,0,0,10,3,1,1,0,ACC,11,2007,81473,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.93,79.5,,,0.5,1,1,0
531,Florida,South Carolina,None,Florida,South Carolina,7,50.5,34,48,14,62,151.6033333,288.5335,455.6988889,35.035,149.238,118.13,361.7075,21.575,1,0,0.4848,191.8914286,218.7,408.1,26.375,139.564,89.524,287.9785714,16.24714286,1,0,0.4844,0,30,1,0,11,5,1,1,0,SEC,11,2004,90000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,77.2,72.98,,,0.60714286,1,0,1
1109,Florida State,NC State,None,Florida State,NC State,13.5,48.5,-5,15,20,35,119.38,324.75,444.13,36.25,109.5,116.04,291.75,18.63,2,0,0.5,119.86,232.14,352,23,125.29,103.61,312,21.43,1,0,0.58974359,9,0,0,1,11,4,1,1,0,ACC,10,2005,80000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.31,78.87,,,0.52808989,1,1,0
1018,San Jose St.,Hawaii,None,Hawaii,San Jose St.,6.5,62,7,45,38,83,74.33,369.83,444.17,26.5,179.67,145.72,429.83,37.17,1,0,0.4137931,98,229.83,327.83,22.67,167.33,151.51,433.83,34.67,0,5,0.375,0,0,1,1,11,3,0,1,0,WAC,8,2005,31218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,54.85,64.31,,,0.54867257,1,0,1
2339,Southern Cal,Arizona,None,Southern Cal,Arizona,21,57,7,20,13,33,208.6,252.4,461,36.8,75.8,97.23,269,20.6,0,1,0.43478261,86,306.83,392.83,28.33,116.33,122.05,374.33,28.17,0,1,0.53846154,10,0,0,1,11,6,1,1,0,Pac Ten,7,2007,92000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.94,76.4,,,0.47435897,1,0,0
566,Vanderbilt,Tennessee,Minor,Tennessee,Vanderbilt,13.5,43,-5,32,37,69,161.0233333,217.4175,380.66,27.755,112.0966667,120.48,330.57,22.1825,0,1,0.6104,140.2216667,180.156,317.6318182,14.284,178.615,146.4825,409.964,24.7625,0,3,0.493,15,0,0,1,12,1,1,1,0,SEC,12,2004,41600,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,61.34,83.89,,,0.5313,1,1,0
1275,Memphis,Akron,None,Memphis,Akron,5.5,48.5,7,38,31,69,260.82,126.36,387.18,26.18,132.73,130.55,396.64,22.27,2,0,0.4896,112.33,262.17,374.5,23,143.42,124.13,325.17,23.33,3,0,0.4052,0,0,1,1,12,3,0,0,1,NC,15,2005,65000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.1,63.88,,,0.51388889,1,1,0
1667,Vanderbilt,South Carolina,None,South Carolina,Vanderbilt,3.5,41,18,31,13,44,130,222.33,352.33,21.33,149,104.43,301,14.17,1,0,0.52941176,150,166.71,316.71,21.57,146.71,132.46,312.86,17.57,1,0,0.575,0,0,1,1,13,3,0,1,0,SEC,8,2006,41600,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,69.9,82.49,,,0.4848,1,1,0
1822,Kentucky,Vanderbilt,None,Kentucky,Vanderbilt,2,52.5,12,38,26,64,89.89,244.11,334,25.22,182.89,145.12,448.22,29.56,2,0,0.60273973,151.1,186.2,337.3,22.8,156.2,125.23,320.3,20.7,0,1,0.54117647,0,0,1,1,13,7,0,1,0,SEC,11,2006,68000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,80.25,69.9,,,0.5,1,1,0
409,Maryland,Florida State,None,Florida State,Maryland,11,38,-3,17,20,37,212.1666667,206.4633333,400.3857143,29.625,61.48,114.4616667,259.9125,14.42,6,0,0.6667,137.3085714,169.646,317.6318182,23.14714286,120.1355556,114.4425,297.9633333,19.6,0,3,0.4054,5,0,0,1,14,7,1,1,0,ACC,9,2004,48055,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73.84,83.7,,,0.4137931,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43478261,1,0,0
,,,,,,mean,mean,,,,,mean,mean,mean,mean,mean,mean,mean,mean,,,mean,mean,mean,mean,mean,mean,mean,mean,mean,,,mean,mean,mean,mean,mean,mean,mean,,,,,,,,mean,,,,,,,,,,,,,,,,,mean,mean,mean,,,0.6104,1,1,1
,,,,,,9.634199134,51.20779221,,,,,167.7665694,228.0517811,396.044032,29.53726519,133.8869726,119.3015477,347.1926294,22.49543598,,,0.532153634,144.0243921,211.0582049,354.7805674,24.23914443,154.9033671,127.4525648,373.9055699,26.24521175,,,0.510413507,7.831168831,3.961038961,0.532467532,0.813852814,4.489177489,4.372294372,,,,,,,,0.212121212,,,,,,,,,,,,,,,,,0.155844156,71.83099567,71.93627706,,,0.4896,1,0,0
,,,,,,std,std,,,,,std,std,std,std,std,std,std,std,,,std,std,std,std,std,std,std,std,std,,,std,std,std,std,std,std,std,,,,,,,,std,,,,,,,,,,,,,,,,,std,std,std,,,0.52941176,1,1,0
,,,,,,7.476147528,8.652475387,,,,,56.11390261,59.73622551,63.40272768,7.566943138,42.74807975,18.67959866,67.89269907,7.482748225,,,0.118489412,51.46881055,54.86656342,61.41161399,6.953074058,43.65709919,18.06079599,64.79572458,7.945179218,,,0.11724282,11.12623527,9.449787058,0.500028232,0.390070623,2.812799119,2.895260508,,,,,,,,0.409697983,,,,,,,,,,,,,,,,,0.363495173,11.94332575,11.77119391,,,0.60273973,1,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,1,1,0
,,,,,,,,,,,,mean,Std Dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,line,9.634199134,7.476147528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,etp,51.20779221,8.652475387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fro1,167.7665694,56.11390261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fpo1,228.0517811,59.73622551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fto1,396.044032,63.40272768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fso1,29.53726519,7.566943138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,frd1,133.8869726,42.74807975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fped1,119.3015477,18.67959866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,ftd1,347.1926294,67.89269907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fsd1,22.49543598,7.482748225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fsched,0.532153634,0.118489412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,uro1,144.0243921,51.46881055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,upo1,211.0582049,54.86656342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,uto1,354.7805674,61.41161399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,uso1,24.23914443,6.953074058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,urd1,154.9033671,43.65709919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,uped1,127.4525648,18.06079599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,utd1,373.9055699,64.79572458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,usd1,26.24521175,7.945179218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,usced,0.510413507,0.11724282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,frank,7.831168831,11.12623527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,urank,3.961038961,9.449787058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fnr,0.532467532,0.500028232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,unr,0.813852814,0.390070623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,finj,4.489177489,2.812799119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,uinj,4.372294372,2.895260508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,power5,0.212121212,0.409697983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,AnyRivalry,0.155844156,0.363495173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Home_Rating,71.83099567,11.94332575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Away_Rating,71.93627706,11.77119391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
